description,manufacturer,model,payment,price,release_year,body,color,doors,drive,engine_volume,fuel,seats,transmission,title,user_id
Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Mitsubishi,Chariot,HOUR,18486,1996,JEEP,RED,3,BACK,2.8,DIESEL,3,AT,Nulla ut erat id mauris vulputate elementum.,11
"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",Buick,LaCrosse,DAILY,17919,2012,COUPE,GOLD,2,BACK,3.1,ELECTRIC,4,MT,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",4
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,Acura,Legend,DAILY,16571,1992,COUPE,RED,2,BACK,1.9,DIESEL,4,AMT,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",18
"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Volkswagen,New Beetle,DAILY,15988,1998,WAGON,BROWN,2,FRONT,3.2,GAS,2,MT,Nulla justo.,10
"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Hyundai,Tucson,HOUR,15918,2012,WAGON,GREEN,4,FRONT,2.7,DIESEL,2,AT,Aenean sit amet justo.,6
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Ford,Expedition,DAILY,6596,2004,COUPE,GREEN,4,FRONT,3.0,GAS,6,CVT,In quis justo.,13
Nulla ut erat id mauris vulputate elementum.,Chevrolet,Avalanche,DAILY,7422,2009,PICKUP,RED,3,ALL,2.8,GAS,5,CVT,Mauris sit amet eros.,19
"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Pontiac,Grand Prix,HOUR,14550,1972,VAN,RED,3,FRONT,3.4,PETROL,5,AT,Nulla suscipit ligula in lacus.,15
Aliquam erat volutpat.,Toyota,Ipsum,DAILY,10585,2000,PICKUP,YELLOW,3,BACK,1.1,GAS,3,MT,Cras pellentesque volutpat dui.,7
Nulla tellus.,Chevrolet,Equinox,HOUR,23502,2010,PICKUP,GREEN,2,BACK,3.1,GAS,6,AMT,In congue.,17
"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",Suzuki,Swift,HOUR,23191,1997,VAN,BLUE,3,FRONT,3.5,DIESEL,2,AMT,Etiam pretium iaculis justo.,2
Nulla ut erat id mauris vulputate elementum. Nullam varius.,Toyota,Matrix,HOUR,12966,2004,WAGON,TAN,4,FRONT,3.8,GAS,4,AT,Cras non velit nec nisi vulputate nonummy.,2
Suspendisse potenti.,Jeep,Liberty,DAILY,21449,2007,HATCHBACK,BLUE,4,BACK,3.2,GAS,3,CVT,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,5
"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Maybach,62,DAILY,16972,2010,COUPE,PURPLE,3,FRONT,1.8,PETROL,4,CVT,Nam tristique tortor eu pede.,4
"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Subaru,Forester,HOUR,14639,2006,HATCHBACK,RED,3,ALL,3.6,DIESEL,5,CVT,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",20
Mauris sit amet eros.,Infiniti,I,HOUR,13009,1997,HATCHBACK,WHITE,3,FRONT,1.5,DIESEL,3,MT,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",20
In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,Mercedes-Benz,GL-Class,DAILY,21064,2010,WAGON,TAN,4,FRONT,2.4,ELECTRIC,6,MT,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3
In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,GMC,Yukon XL 1500,HOUR,7883,2001,JEEP,GRAY,2,FRONT,2.6,GAS,6,AT,Nulla facilisi.,16
"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Volvo,S60,DAILY,24442,2013,SEDAN,YELLOW,2,ALL,3.4,GAS,6,CVT,Morbi porttitor lorem id ligula.,9
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Pontiac,Bonneville,DAILY,7063,1987,HATCHBACK,BLACK,2,ALL,3.7,GAS,6,AT,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",13
Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,Infiniti,EX,DAILY,16844,2012,VAN,BROWN,3,FRONT,2.7,GAS,4,AMT,Duis consequat dui nec nisi volutpat eleifend.,1
Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Ford,Fairlane,DAILY,22252,1967,PICKUP,YELLOW,3,ALL,1.1,DIESEL,6,CVT,Donec quis orci eget orci vehicula condimentum.,1
"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Saturn,S-Series,DAILY,17437,2001,COUPE,TAN,2,FRONT,3.4,GAS,3,CVT,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",10
Fusce consequat. Nulla nisl. Nunc nisl.,Scion,xB,DAILY,13709,2010,WAGON,TAN,3,BACK,1.1,ELECTRIC,3,CVT,Curabitur at ipsum ac tellus semper interdum.,18
Cras in purus eu magna vulputate luctus.,Lotus,Esprit,HOUR,13541,1985,SEDAN,RED,2,ALL,2.0,GAS,4,CVT,Integer ac neque.,11
Aliquam non mauris. Morbi non lectus.,Cadillac,Eldorado,HOUR,11550,1999,JEEP,BLACK,4,ALL,1.9,PETROL,5,AT,Aenean fermentum.,8
"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Ford,F350,HOUR,20018,1993,HATCHBACK,SILVER,4,BACK,2.1,DIESEL,5,AMT,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",13
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Subaru,Baja,DAILY,6570,2004,CONVERTIBLE,BLUE,3,ALL,2.5,DIESEL,6,AT,Mauris sit amet eros.,13
Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Ford,Mustang,HOUR,12108,1999,WAGON,GOLD,2,FRONT,3.7,ELECTRIC,4,AT,Proin risus.,8
"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",Chrysler,Pacifica,HOUR,22007,2008,SUV,PURPLE,4,BACK,3.3,DIESEL,5,AMT,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",20
Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,Mercedes-Benz,500SL,DAILY,20746,1993,VAN,GOLD,3,BACK,2.5,ELECTRIC,5,AMT,Suspendisse potenti.,13
Sed ante.,Ford,E-Series,HOUR,12379,2004,CONVERTIBLE,TAN,2,ALL,2.7,PETROL,5,CVT,Ut tellus.,10
"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Jeep,Wrangler,HOUR,21954,1995,WAGON,GOLD,4,FRONT,3.3,ELECTRIC,4,AMT,Etiam justo.,18
In blandit ultrices enim.,Cadillac,DeVille,DAILY,13463,1993,SUV,BROWN,2,FRONT,1.8,PETROL,4,CVT,Phasellus sit amet erat.,2
Integer tincidunt ante vel ipsum.,Jeep,Wrangler,DAILY,14864,2002,CONVERTIBLE,GRAY,2,ALL,3.1,GAS,5,AT,Praesent blandit.,17
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",Volkswagen,GTI,HOUR,10360,2003,COUPE,PURPLE,4,BACK,3.2,GAS,2,AT,Vestibulum sed magna at nunc commodo placerat.,19
Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,Toyota,TundraMax,HOUR,20681,2007,JEEP,BLUE,4,FRONT,3.1,DIESEL,2,AT,Morbi a ipsum.,2
"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Toyota,Avalon,HOUR,19257,1998,SEDAN,BLACK,2,BACK,2.8,ELECTRIC,2,CVT,Pellentesque ultrices mattis odio.,7
Sed ante. Vivamus tortor. Duis mattis egestas metus.,Honda,S2000,HOUR,7685,2000,WAGON,GOLD,4,FRONT,1.5,DIESEL,2,AT,Nunc purus.,12
Mauris lacinia sapien quis libero.,Toyota,Corolla,DAILY,13242,1995,JEEP,BROWN,4,ALL,4.0,ELECTRIC,5,CVT,Mauris ullamcorper purus sit amet nulla.,11
Nam nulla.,Honda,CR-V,DAILY,21480,2004,PICKUP,PURPLE,2,ALL,2.6,PETROL,4,AT,Duis aliquam convallis nunc.,12
In eleifend quam a odio.,Ford,Flex,HOUR,8275,2009,HATCHBACK,BLUE,4,ALL,1.6,DIESEL,5,MT,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",17
Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,Subaru,Legacy,HOUR,18722,2004,VAN,ORANGE,2,ALL,2.0,GAS,3,AT,Nulla mollis molestie lorem.,14
Morbi porttitor lorem id ligula.,Chevrolet,Suburban 2500,HOUR,18958,1993,SUV,WHITE,4,ALL,3.2,DIESEL,5,AT,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",15
Maecenas rhoncus aliquam lacus.,Dodge,Viper RT/10,DAILY,24989,1993,WAGON,GREEN,4,FRONT,2.4,PETROL,2,AT,Morbi ut odio.,8
"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",Chevrolet,Corvette,HOUR,16690,1969,PICKUP,TAN,4,ALL,1.1,DIESEL,2,MT,Nulla ut erat id mauris vulputate elementum.,16
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,Suzuki,Daewoo Lacetti,HOUR,9107,2008,VAN,YELLOW,4,BACK,4.0,ELECTRIC,3,CVT,Nunc nisl.,3
"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Lexus,ES,DAILY,21569,1993,COUPE,ORANGE,4,ALL,1.4,DIESEL,6,AMT,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",3
Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,Jeep,Grand Cherokee,DAILY,10260,1999,JEEP,SILVER,3,BACK,2.6,DIESEL,5,CVT,In quis justo.,1
Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,BMW,Z8,HOUR,18903,2000,PICKUP,WHITE,3,BACK,2.2,ELECTRIC,3,AT,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1
"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",Chevrolet,Uplander,HOUR,24263,2007,JEEP,BROWN,4,FRONT,1.5,ELECTRIC,2,AMT,Maecenas pulvinar lobortis est.,8
Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,Lotus,Exige,HOUR,13619,2009,CONVERTIBLE,SILVER,3,BACK,1.6,DIESEL,6,MT,Nullam sit amet turpis elementum ligula vehicula consequat.,13
"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",Mercedes-Benz,300CE,HOUR,10345,1993,JEEP,ORANGE,3,FRONT,2.0,DIESEL,2,CVT,Donec ut mauris eget massa tempor convallis.,5
"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",GMC,Yukon,HOUR,19041,1994,WAGON,ORANGE,2,BACK,2.8,ELECTRIC,4,AMT,Morbi a ipsum.,9
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Chevrolet,SSR,HOUR,11079,2006,VAN,YELLOW,4,FRONT,1.4,DIESEL,4,AMT,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",13
Integer ac leo.,Acura,Vigor,DAILY,15979,1994,JEEP,ORANGE,3,FRONT,1.7,GAS,3,AT,Aenean lectus.,3
"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",Toyota,Camry,HOUR,11712,2011,HATCHBACK,ORANGE,2,BACK,2.2,PETROL,5,AMT,Donec posuere metus vitae ipsum.,4
Phasellus sit amet erat. Nulla tempus.,Mercedes-Benz,SLS AMG,DAILY,15299,2011,JEEP,BLUE,4,ALL,3.5,GAS,4,MT,Quisque porta volutpat erat.,12
"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Audi,A4,HOUR,21518,1999,SEDAN,BROWN,4,ALL,1.5,PETROL,2,AMT,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1
Etiam pretium iaculis justo.,Toyota,Avalon,HOUR,17525,2008,CONVERTIBLE,WHITE,3,ALL,3.2,PETROL,4,AT,Praesent id massa id nisl venenatis lacinia.,10
"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",GMC,Sierra 1500,HOUR,6056,2006,VAN,TAN,2,BACK,3.8,DIESEL,5,CVT,Duis consequat dui nec nisi volutpat eleifend.,5
Morbi quis tortor id nulla ultrices aliquet.,Audi,RS 4,HOUR,13973,2007,PICKUP,GOLD,2,ALL,1.5,ELECTRIC,2,AMT,Mauris sit amet eros.,9
"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",Lexus,IS,DAILY,9716,2001,JEEP,BLACK,3,FRONT,2.0,PETROL,5,MT,Maecenas tincidunt lacus at velit.,16
Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,BMW,5 Series,HOUR,22606,2009,HATCHBACK,BROWN,4,BACK,3.9,ELECTRIC,6,MT,Phasellus sit amet erat.,2
"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",Toyota,Prius,DAILY,10617,2007,PICKUP,GREEN,4,ALL,1.9,DIESEL,6,MT,Sed accumsan felis.,8
Suspendisse potenti. Nullam porttitor lacus at turpis.,Mercury,Villager,HOUR,13260,1996,SEDAN,TAN,4,FRONT,3.3,GAS,6,MT,Donec semper sapien a libero.,12
Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Dodge,Dakota,HOUR,9989,1994,HATCHBACK,PURPLE,4,FRONT,2.0,ELECTRIC,6,CVT,In hac habitasse platea dictumst.,11
"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",Mercury,Tracer,DAILY,23590,1996,VAN,BLACK,4,FRONT,2.9,DIESEL,6,AMT,Proin at turpis a pede posuere nonummy.,9
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,Ford,Aerostar,HOUR,24356,1986,SUV,BLUE,3,FRONT,1.0,PETROL,2,CVT,In hac habitasse platea dictumst.,18
Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,BMW,8 Series,HOUR,19557,1994,SUV,GRAY,2,FRONT,1.3,ELECTRIC,3,CVT,Morbi ut odio.,15
In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,Mercedes-Benz,C-Class,HOUR,9455,2003,COUPE,WHITE,4,ALL,3.9,ELECTRIC,4,CVT,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",8
"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",GMC,Sierra,HOUR,7316,2012,JEEP,PURPLE,3,FRONT,1.5,ELECTRIC,4,AT,Vestibulum rutrum rutrum neque.,10
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",Mercedes-Benz,M-Class,HOUR,8252,1998,VAN,RED,2,ALL,1.1,ELECTRIC,6,AT,Nulla ut erat id mauris vulputate elementum.,18
"In est risus, auctor sed, tristique in, tempus sit amet, sem.",Land Rover,Freelander,DAILY,19393,2009,SEDAN,RED,4,BACK,3.1,PETROL,2,CVT,Cras pellentesque volutpat dui.,11
"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Dodge,Nitro,HOUR,21141,2009,CONVERTIBLE,GREEN,2,ALL,3.2,DIESEL,3,CVT,Vivamus in felis eu sapien cursus vestibulum.,12
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",Chevrolet,Avalanche,HOUR,9938,2007,CONVERTIBLE,GREEN,4,ALL,2.6,PETROL,2,CVT,Proin at turpis a pede posuere nonummy.,1
"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",Mercedes-Benz,S-Class,DAILY,13945,2011,SUV,YELLOW,2,FRONT,3.9,ELECTRIC,2,CVT,Pellentesque ultrices mattis odio.,13
"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Ford,Taurus,DAILY,23160,2004,JEEP,TAN,4,FRONT,3.8,ELECTRIC,3,MT,Sed accumsan felis.,1
Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Buick,LeSabre,DAILY,23989,1985,SUV,RED,4,ALL,3.7,PETROL,2,AT,Suspendisse potenti.,5
Morbi non lectus.,BMW,7 Series,HOUR,14467,2006,COUPE,SILVER,4,FRONT,1.4,PETROL,4,CVT,Morbi non lectus.,14
"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",Mitsubishi,Mighty Max,DAILY,18174,1992,CONVERTIBLE,BLUE,3,BACK,1.3,PETROL,4,AT,Nulla tempus.,11
"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Mercury,Mystique,DAILY,22819,1999,COUPE,ORANGE,4,FRONT,2.1,GAS,5,CVT,Nullam porttitor lacus at turpis.,17
Duis mattis egestas metus. Aenean fermentum.,Hyundai,Entourage,DAILY,8773,2008,SUV,TAN,2,FRONT,3.5,ELECTRIC,3,CVT,Pellentesque viverra pede ac diam.,8
"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Jaguar,XJ Series,HOUR,20885,1994,WAGON,YELLOW,2,BACK,3.9,ELECTRIC,4,AMT,Nulla tellus.,12
"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Pontiac,Sunbird,HOUR,19813,1985,VAN,BLACK,3,BACK,2.9,GAS,2,CVT,Vivamus in felis eu sapien cursus vestibulum.,17
Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,Mitsubishi,Montero,DAILY,11180,2005,SEDAN,GOLD,4,BACK,3.1,GAS,5,CVT,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",12
Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,Nissan,Altima,DAILY,18405,2004,PICKUP,GREEN,3,ALL,2.0,ELECTRIC,6,MT,Nulla mollis molestie lorem.,2
"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Chevrolet,Tahoe,HOUR,18988,2005,SUV,GRAY,2,ALL,2.8,PETROL,2,AT,Vestibulum rutrum rutrum neque.,6
"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Porsche,928,HOUR,21969,1987,SEDAN,BROWN,3,FRONT,2.2,ELECTRIC,3,CVT,Donec ut mauris eget massa tempor convallis.,11
Fusce posuere felis sed lacus.,Porsche,Boxster,DAILY,8366,2003,PICKUP,PURPLE,3,BACK,1.4,GAS,2,CVT,In hac habitasse platea dictumst.,9
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,Kia,Amanti,DAILY,14132,2008,CONVERTIBLE,RED,2,FRONT,4.0,ELECTRIC,6,CVT,Quisque ut erat.,1
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",Pontiac,Firebird,HOUR,16563,1991,WAGON,PURPLE,4,ALL,2.7,DIESEL,6,CVT,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,20
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",Hyundai,Accent,DAILY,7889,1996,JEEP,TAN,4,FRONT,4.0,DIESEL,3,AT,Phasellus id sapien in sapien iaculis congue.,12
Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,Lexus,RX,HOUR,18810,2001,PICKUP,YELLOW,4,FRONT,3.4,DIESEL,2,AMT,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",15
Donec semper sapien a libero.,Chevrolet,Express 1500,HOUR,23226,2008,SUV,YELLOW,4,FRONT,1.6,ELECTRIC,2,AMT,Phasellus id sapien in sapien iaculis congue.,8
"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",Subaru,Legacy,HOUR,13801,1997,VAN,GREEN,3,BACK,1.5,PETROL,6,CVT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",6
